name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Patriot PX416G266C5QK 16 GB,,"[4, 2666]","[4, 4]",,Black / Silver,11.253,15.0
Patriot PX416G280C6QK 16 GB,,"[4, 2800]","[4, 4]",,Black / Silver,10.714,15.0
Patriot PX432G266C5QK 32 GB,,"[4, 2666]","[4, 8]",,Black / Silver,11.253,15.0
Crucial Ballistix Smart Tracer 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,10.0,8.0
Mushkin Blackline 16 GB,,"[3, 1866]","[2, 8]",,Black / White,11.79,11.0
Mushkin Blackline 8 GB,,"[3, 2133]","[2, 4]",,Black / White,9.376,10.0
Mushkin Blackline 16 GB,,"[3, 1600]","[2, 8]",,Black,11.25,9.0
Corsair Dominator Platinum 16 GB,,"[4, 3300]","[4, 4]",,Black / Silver,9.697,16.0
Kingston KVR16E11S8/4HB 4 GB,,"[3, 1600]","[1, 4]",,Black / Green,13.75,11.0
Kingston KVR16LE11/8HB 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,13.75,11.0
Mushkin Redline 32 GB,,"[3, 1866]","[4, 8]",,Black / White,10.718,10.0
Mushkin Blackline 32 GB,,"[3, 1600]","[4, 8]",,Black / White,11.25,9.0
Mushkin Blackline 32 GB,,"[3, 1866]","[4, 8]",,Black / White,11.79,11.0
Mushkin Redline 32 GB,,"[3, 1866]","[4, 8]",,Red / White,9.646,9.0
Mushkin Blackline 16 GB,,"[3, 2133]","[4, 4]",,Black / White,9.376,10.0
Mushkin Blackline 8 GB,,"[3, 1600]","[2, 4]",,Black / White,12.5,10.0
Mushkin Blackline 16 GB,,"[3, 1600]","[2, 8]",,Black / White,11.25,9.0
Mushkin Redline 16 GB,,"[3, 1866]","[2, 8]",,Red / White,10.718,10.0
Mushkin Redline 16 GB,,"[3, 1866]","[2, 8]",,Black / White,9.646,9.0
Mushkin Blackline 16 GB,,"[3, 2133]","[2, 8]",,Black / White,10.314,11.0
Mushkin Blackline 32 GB,,"[3, 1600]","[4, 8]",,Black / White,11.25,9.0
TEAMGROUP R-DIMM 2 GB,,"[3, 1600]","[1, 2]",,Black / Green,13.75,11.0
TEAMGROUP R-DIMM 4 GB,,"[3, 1600]","[1, 4]",,Black / Green,13.75,11.0
TEAMGROUP R-DIMM 8 GB,,"[3, 1333]","[1, 8]",,Black / Green,13.503,9.0
TEAMGROUP Elite 8 GB,,"[3, 1333]","[1, 8]",,Silver,13.503,9.0
Mushkin Redline 8 GB,,"[3, 1866]","[2, 4]",,Black / White,9.646,9.0
Mushkin Blackline 16 GB,,"[3, 2133]","[2, 8]",,Black / White,9.376,10.0
Kingston KVR16E11/8HB 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,13.75,11.0
G.Skill Ripjaws 4 64 GB,,"[4, 2133]","[8, 8]",,Blue,14.065,15.0
G.Skill Ripjaws 4 32 GB,,"[4, 2666]","[4, 8]",,Black,11.253,15.0
G.Skill Ripjaws 4 64 GB,,"[4, 2666]","[8, 8]",,Blue,12.003,16.0
Mushkin Redline 4 GB,,"[4, 3200]","[1, 4]",,Red / White,10.0,16.0
Mushkin Redline 4 GB,,"[4, 3000]","[1, 4]",,Red / White,10.0,15.0
Mushkin Blackline 16 GB,,"[3, 2133]","[4, 4]",,Black / White,9.376,10.0
Mushkin Redline 16 GB,,"[4, 3200]","[4, 4]",,Red / White,10.0,16.0
Mushkin Redline 16 GB,,"[4, 3000]","[4, 4]",,Red / White,10.0,15.0
Mushkin Redline 8 GB,,"[4, 3200]","[2, 4]",,Red / White,10.0,16.0
Mushkin Redline 8 GB,,"[4, 3000]","[2, 4]",,Red / White,10.0,15.0
TEAMGROUP Vulcan Orange 8 GB,,"[3, 2133]","[2, 4]",,Orange,10.314,11.0
TEAMGROUP Vulcan 16 GB,,"[3, 2400]","[2, 8]",,Red,9.167,11.0
Kingston KVR16LR11D4/16HB 16 GB,,"[3, 1600]","[1, 16]",,Black / Green,13.75,11.0
Kingston KVR16LR11S4/8HB 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,13.75,11.0
Kingston KVR16R11D4/16HB 16 GB,10772.0,"[3, 1600]","[1, 16]",6.732,Black / Green,13.75,11.0
Kingston KVR16R11S4/8HB 8 GB,3863.0000000000005,"[3, 1600]","[1, 8]",4.829,Black / Green,13.75,11.0
Patriot PSD34G1600L82S 4 GB,,"[3, 1600]","[1, 4]",,Black / Green,13.75,11.0
Mushkin Redline 8 GB,,"[4, 2666]","[1, 8]",,Red / White,11.253,15.0
Mushkin Redline 8 GB,,"[4, 3000]","[1, 8]",,Red / White,10.0,15.0
Mushkin Redline 32 GB,,"[4, 3000]","[4, 8]",,Red / White,10.0,15.0
Mushkin Redline 8 GB,,"[4, 2400]","[2, 4]",,Red / White,10.833,13.0
Mushkin Redline 16 GB,,"[4, 2666]","[2, 8]",,Red / White,11.253,15.0
Mushkin Redline 16 GB,,"[4, 3000]","[2, 8]",,Red / White,10.0,15.0
Wintec 3SH13339R5-8GR 8 GB,,"[3, 1333]","[1, 8]",,Black / Green,13.503,9.0
Corsair Dominator Platinum 16 GB,,"[4, 3000]","[4, 4]",,Black / Silver,10.0,15.0
Crucial Ballistix Elite 16 GB,,"[4, 2666]","[2, 8]",,Black,12.003,16.0
Crucial Ballistix Elite 4 GB,,"[4, 2666]","[1, 4]",,Black,12.003,16.0
Corsair TW3X4G1333C9A 4 GB,,"[3, 1333]","[2, 2]",,Black / Blue,13.503,9.0
Kingston KVR16LE11S8/4HB 4 GB,,"[3, 1600]","[1, 4]",,Black / Green,13.75,11.0
Mushkin Redline 4 GB,,"[4, 2800]","[1, 4]",,Red / White,10.714,15.0
Mushkin Blackline 4 GB,,"[4, 2800]","[1, 4]",,Black / White,11.429,16.0
Mushkin Redline 32 GB,,"[4, 2666]","[4, 8]",,Red / White,11.253,15.0
Mushkin Redline 16 GB,,"[4, 2800]","[4, 4]",,Red / White,10.714,15.0
Mushkin Blackline 16 GB,,"[4, 2800]","[4, 4]",,Black / White,11.429,16.0
Mushkin Redline 8 GB,,"[4, 2400]","[2, 4]",,Red / White,12.5,15.0
Mushkin Redline 8 GB,,"[4, 2800]","[2, 4]",,Red / White,10.714,15.0
Mushkin Blackline 8 GB,,"[4, 2800]","[2, 4]",,Black / White,11.429,16.0
TEAMGROUP R-DIMM 32 GB,,"[3, 1333]","[1, 32]",,Silver,13.503,9.0
Patriot Viper 4 16 GB,,"[4, 2400]","[4, 4]",,Black / Red,12.5,15.0
Patriot Viper 4 16 GB,,"[4, 2666]","[4, 4]",,Black / Red,11.253,15.0
Patriot Viper 4 16 GB,,"[4, 2800]","[4, 4]",,Black / Red,11.429,16.0
Patriot Viper 4 32 GB,,"[4, 2800]","[4, 8]",,Black / Red,11.429,16.0
Corsair Dominator Platinum 64 GB,,"[4, 2800]","[8, 8]",,Black / Silver,10.714,15.0
Samsung M393B1G73DB0-YK0 8 GB,2820.0,"[3, 1600]","[1, 8]",3.525,Black / Green,13.75,11.0
Mushkin Blackline 16 GB,,"[4, 2800]","[2, 8]",,Black / White,11.429,16.0
Mushkin Blackline 32 GB,,"[4, 2800]","[4, 8]",,Black / White,11.429,16.0
Mushkin Blackline 8 GB,,"[4, 2800]","[1, 8]",,Black / White,11.429,16.0
GeIL GPW38GB3000C13DC 8 GB,,"[3, 3000]","[2, 4]",,Black / White,8.667,13.0
Silicon Power SP008GXLYU18ANDA 8 GB,,"[3, 1866]","[2, 4]",,Red,9.646,9.0
Silicon Power SP008GXLYU21ANDA 8 GB,,"[3, 2133]","[2, 4]",,Red,10.314,11.0
Silicon Power SP008GXLYU24ANDA 8 GB,,"[3, 2400]","[2, 4]",,Red,9.167,11.0
Silicon Power SP016GXLYU16ANDA 16 GB,,"[3, 1600]","[2, 8]",,Red,11.25,9.0
Silicon Power SP016GXLYU18ANDA 16 GB,,"[3, 1866]","[2, 8]",,Red,9.646,9.0
Silicon Power SP016GXLYU21ANDA 16 GB,,"[3, 2133]","[2, 8]",,Red,10.314,11.0
Silicon Power SP016GXLYU24ANDA 16 GB,,"[3, 2400]","[2, 8]",,Red,9.167,11.0
ADATA AX4U3000W8G16-QGZ 32 GB,,"[4, 3000]","[4, 8]",,Gold,10.667,16.0
ADATA AX4U3300W4G16-QGZ 16 GB,,"[4, 3300]","[4, 4]",,Gold,9.697,16.0
ADATA AX4U3333W4G16-QGZ 16 GB,,"[4, 3333]","[4, 4]",,Gold,9.601,16.0
Samsung M393B1K70DH0-CK008/Q 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,13.75,11.0
Crucial Ballistix Tactical Tracer 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,10.0,8.0
Pareema MD316D81610L1 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,12.5,10.0
Pareema MD316D81610L2 16 GB,,"[3, 1600]","[2, 8]",,Black / Green,12.5,10.0
Pareema MD316D81610S1 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,12.5,10.0
Pareema MD316D81610S2 16 GB,,"[3, 1600]","[2, 8]",,Black / Green,12.5,10.0
Pareema MD316D81611L1 8 GB,,"[3, 1600]","[1, 8]",,Black / Green,13.75,11.0
Kingston KVR21N15/4 4 GB,,"[4, 2133]","[1, 4]",,Black / Green,14.065,15.0
Kingston KVR21N15/8 8 GB,,"[4, 2133]","[1, 8]",,Black / Green,14.065,15.0
Mushkin Redline 16 GB,,"[3, 1600]","[4, 4]",,Red / White,8.75,7.0
Mushkin Blackline 16 GB,,"[3, 1600]","[4, 4]",,Black / White,10.0,8.0
Mushkin Redline 8 GB,,"[3, 1600]","[2, 4]",,Red / White,8.75,7.0
Mushkin Blackline 8 GB,,"[3, 1600]","[2, 4]",,Black / White,10.0,8.0
Klevv Genuine 8 GB,,"[3, 1866]","[2, 4]",,Black / Silver,9.646,9.0
Klevv Genuine 8 GB,,"[3, 2133]","[2, 4]",,Black / Silver,9.376,10.0
Klevv Genuine 8 GB,,"[3, 2666]","[2, 4]",,Black / Silver,9.002,12.0
Klevv Genuine 8 GB,,"[3, 2933]","[2, 4]",,Black / Silver,8.183,12.0
Klevv Neo 8 GB,,"[3, 1866]","[2, 4]",,Silver,9.646,9.0
Klevv Neo 8 GB,,"[3, 2133]","[2, 4]",,Silver,9.376,10.0
Klevv Neo 8 GB,,"[3, 2400]","[2, 4]",,Silver,9.167,11.0
Klevv Neo 16 GB,,"[3, 1600]","[2, 8]",,Silver,11.25,9.0
Klevv Neo 16 GB,,"[3, 1866]","[2, 8]",,Silver,9.646,9.0
Klevv Neo 16 GB,,"[3, 2400]","[2, 8]",,Silver,9.167,11.0
Klevv Urbane 8 GB,,"[3, 1600]","[2, 4]",,Silver,11.25,9.0
Klevv Urbane 8 GB,,"[3, 1866]","[2, 4]",,Silver,9.646,9.0
Klevv Urbane 8 GB,,"[3, 2133]","[2, 4]",,Silver,9.376,10.0
Klevv Urbane 8 GB,,"[3, 2400]","[2, 4]",,Silver,9.167,11.0
Klevv Urbane 8 GB,,"[3, 2666]","[2, 4]",,Silver,9.002,12.0
Klevv Urbane 8 GB,,"[3, 2800]","[2, 4]",,Silver,8.571,12.0
Klevv Urbane 8 GB,,"[3, 2933]","[2, 4]",,Silver,8.183,12.0
Klevv Urbane 16 GB,,"[3, 1600]","[2, 8]",,Silver,11.25,9.0
Klevv Urbane 16 GB,,"[3, 2133]","[2, 8]",,Silver,9.376,10.0
Klevv Urbane 16 GB,,"[3, 2400]","[2, 8]",,Silver,9.167,11.0
Klevv CRAS 16 GB,,"[4, 3000]","[4, 4]",,Black / Silver,10.667,16.0
Klevv CRAS 16 GB,,"[4, 2133]","[4, 4]",,Black / Silver,14.065,15.0
Klevv Genuine 16 GB,,"[3, 1600]","[4, 4]",,Black / Silver,11.25,9.0
Klevv Genuine 16 GB,,"[3, 1866]","[4, 4]",,Black / Silver,9.646,9.0
Klevv Genuine 16 GB,,"[3, 2133]","[4, 4]",,Black / Silver,9.376,10.0
Klevv Genuine 16 GB,,"[3, 2400]","[4, 4]",,Black / Silver,9.167,11.0
Klevv Genuine 16 GB,,"[3, 2666]","[4, 4]",,Black / Silver,9.002,12.0
Klevv Genuine 16 GB,,"[3, 2800]","[4, 4]",,Black / Silver,8.571,12.0
Klevv Genuine 16 GB,,"[3, 2933]","[4, 4]",,Black / Silver,8.183,12.0
Klevv Genuine 16 GB,,"[3, 1600]","[2, 8]",,Black / Silver,11.25,9.0
Klevv Genuine 16 GB,,"[3, 1866]","[2, 8]",,Black / Silver,9.646,9.0
Klevv Genuine 16 GB,,"[3, 2133]","[2, 8]",,Black / Silver,9.376,10.0
Klevv Genuine 16 GB,,"[3, 2400]","[2, 8]",,Black / Silver,9.167,11.0
Klevv Genuine 16 GB,,"[3, 2666]","[2, 8]",,Black / Silver,9.002,12.0
Klevv Genuine 32 GB,,"[3, 1600]","[4, 8]",,Black / Silver,11.25,9.0
Klevv Genuine 32 GB,,"[3, 1866]","[4, 8]",,Black / Silver,9.646,9.0
Klevv Neo 16 GB,,"[3, 1600]","[4, 4]",,Silver,11.25,9.0
Klevv Neo 16 GB,,"[3, 1866]","[4, 4]",,Silver,9.646,9.0
Klevv Neo 16 GB,,"[3, 2133]","[4, 4]",,Silver,9.376,10.0
Klevv Neo 16 GB,,"[3, 2400]","[4, 4]",,Silver,9.167,11.0
Klevv Neo 32 GB,,"[3, 1600]","[4, 8]",,Silver,11.25,9.0
Klevv Neo 32 GB,,"[3, 1866]","[4, 8]",,Silver,9.646,9.0
Klevv Neo 8 GB,,"[3, 2133]","[2, 4]",,Silver,9.376,10.0
Klevv Urbane 16 GB,,"[3, 1600]","[4, 4]",,Silver,11.25,9.0
Klevv Urbane 16 GB,,"[3, 2133]","[4, 4]",,Silver,9.376,10.0
Klevv Urbane 16 GB,,"[3, 2400]","[4, 4]",,Silver,9.167,11.0
Klevv Urbane 16 GB,,"[3, 2666]","[4, 4]",,Silver,9.002,12.0
Klevv Urbane 16 GB,,"[3, 2800]","[4, 4]",,Silver,8.571,12.0
Klevv Urbane 16 GB,,"[3, 2933]","[4, 4]",,Silver,8.183,12.0
Klevv Urbane 32 GB,,"[3, 1600]","[4, 8]",,Silver,11.25,9.0
Klevv Urbane 32 GB,,"[3, 1866]","[4, 8]",,Silver,9.646,9.0
Klevv Urbane 16 GB,,"[3, 2133]","[4, 4]",,Silver,9.376,10.0
Klevv Urbane 32 GB,,"[3, 2666]","[4, 8]",,Silver,9.002,12.0
Kingston KVR13LR9D4K3/48 48 GB,,"[3, 1333]","[3, 16]",,Black / Green,13.503,9.0
Kingston KVR18R13S8/4 4 GB,,"[3, 1866]","[1, 4]",,Black / Green,13.934,13.0
Kingston KVR18R13S8/4KF 4 GB,,"[3, 1866]","[1, 4]",,Black / Green,13.934,13.0
Mushkin Redline 16 GB,,"[3, 2400]","[2, 8]",,Red / White,8.333,10.0
Kingston KTD-PE421/16G 16 GB,5398.0,"[4, 2133]","[1, 16]",3.374,Green,14.065,15.0
Kingston KTH-PL421/16G 16 GB,3964.0,"[4, 2133]","[1, 16]",2.478,Green,14.065,15.0
Kingston KTH-PL421/8G 8 GB,2851.0,"[4, 2133]","[1, 8]",3.564,Green,14.065,15.0
Kingston KTL-TS421/16G 16 GB,14997.0,"[4, 2133]","[1, 16]",9.373,Green,14.065,15.0
Kingston KTL-TS421/8G 8 GB,4899.0,"[4, 2133]","[1, 8]",6.124,Green,14.065,15.0
Kingston KVR16LE11K3/24 24 GB,,"[3, 1600]","[3, 8]",,Green,13.75,11.0
Mushkin Proline 8 GB,,"[3, 1333]","[1, 8]",,Green,10.503,7.0
Crucial CT16G3ERSLQ41067 16 GB,,"[3, 1066]","[1, 16]",,Black,13.133,7.0
Crucial CT16G3ERSLQ81067 16 GB,,"[3, 1066]","[1, 16]",,Green,13.133,7.0
Crucial CT2K4G4RFS8213 8 GB,,"[4, 2133]","[2, 4]",,Green,14.065,15.0
Crucial CT2K8G4RFS4213 16 GB,,"[4, 2133]","[2, 8]",,Green,14.065,15.0
Crucial CT25672BD160B 2 GB,,"[3, 1600]","[1, 2]",,Green,13.75,11.0
Crucial CT2G3ERSLD81339 2 GB,,"[3, 1333]","[1, 2]",,Green,13.503,9.0
Crucial CT2G3ERSLS8160B 2 GB,,"[3, 1600]","[1, 2]",,Green,13.75,11.0
Crucial CT2G3ERVLS81339 2 GB,,"[3, 1333]","[1, 2]",,Green,13.503,9.0
Crucial CT2K4G3ERSLD8160B 8 GB,,"[3, 1600]","[2, 4]",,Green,13.75,11.0
Crucial CT2K8G3ERSLD4160B 16 GB,,"[3, 1600]","[2, 8]",,Green,13.75,11.0
Crucial CT2KIT102472BA160B 16 GB,,"[3, 1600]","[2, 8]",,Green,13.75,11.0
Crucial CT2KIT25672BD160B 4 GB,,"[3, 1600]","[2, 2]",,Green,13.75,11.0
Crucial CT2KIT51272BB160B 8 GB,,"[3, 1600]","[2, 4]",,Green,13.75,11.0
Crucial CT2KIT51272BD160B 8 GB,,"[3, 1600]","[2, 4]",,Green,13.75,11.0
Crucial CT32G3ERSLQ41339 32 GB,,"[3, 1333]","[1, 32]",,Black,13.503,9.0
Crucial CT3K16G3ERSLD4160B 48 GB,,"[3, 1600]","[3, 16]",,Green,13.75,11.0
Crucial CT3K2G3ERSLS8160B 6 GB,,"[3, 1600]","[3, 2]",,Green,13.75,11.0
Crucial CT3K4G3ERSLD8160B 12 GB,,"[3, 1600]","[3, 4]",,Green,13.75,11.0
Crucial CT3K8G3ERSLD81339 24 GB,,"[3, 1333]","[3, 8]",,Green,13.503,9.0
Crucial CT3KIT102472BA160B 24 GB,,"[3, 1600]","[3, 8]",,Green,13.75,11.0
Crucial CT3KIT102472BD1339 24 GB,,"[3, 1333]","[3, 8]",,Green,13.503,9.0
Crucial CT3KIT51272BD160B 12 GB,,"[3, 1600]","[3, 4]",,Green,13.75,11.0
Crucial CT4G3ERSLD8160B 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Crucial CT4G3ERSLS41339 4 GB,,"[3, 1333]","[1, 4]",,Green,13.503,9.0
Crucial CT4G3ERSLS4160B 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Crucial CT4G3ERVDD8186D 4 GB,,"[3, 1866]","[1, 4]",,Green,13.934,13.0
Crucial CT51272BB160B 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Crucial CT8G3ERSLD41339 8 GB,2699.0,"[3, 1333]","[1, 8]",3.374,Green,13.503,9.0
Crucial CT8G3ERSLD8160B 8 GB,3499.0,"[3, 1600]","[1, 8]",4.374,Green,13.75,11.0
Crucial CT8G3ERSLQ81067 8 GB,4899.0,"[3, 1066]","[1, 8]",6.124,Green,13.133,7.0
Crucial CT8G3ERSLS41339 8 GB,,"[3, 1333]","[1, 8]",,Green,13.503,9.0
Crucial CT8G3ERSLS4160B 8 GB,2499.0,"[3, 1600]","[1, 8]",3.124,Green,13.75,11.0
Kingston D1G72K111S 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston D1G72KL111S 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston D51272K110S 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KFJ-PM316S8/4G 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KTD-PE316S8/4G 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KTH-PL316S8/4G 4 GB,2499.0,"[3, 1600]","[1, 4]",6.247,Green,13.75,11.0
Kingston KVR18R13D4/16KF 16 GB,,"[3, 1866]","[1, 16]",,Green,13.934,13.0
Kingston KVR18R13D4K3/48 48 GB,,"[3, 1866]","[3, 16]",,Blue,13.934,13.0
Kingston KVR18R13D8/8 8 GB,,"[3, 1866]","[1, 8]",,Green,13.934,13.0
Kingston KVR18R13D8/8KF 8 GB,,"[3, 1866]","[1, 8]",,Green,13.934,13.0
Kingston KVR16R11S8/4EF 4 GB,4990.0,"[3, 1600]","[1, 4]",12.475,Green,13.75,11.0
Kingston KVR16R11S8/4I 4 GB,2899.0,"[3, 1600]","[1, 4]",7.247,Green,13.75,11.0
Kingston KVR16R11S8/4KF 4 GB,3968.0,"[3, 1600]","[1, 4]",9.92,Green,13.75,11.0
Kingston KVR16R11S8K3/6 6 GB,,"[3, 1600]","[3, 2]",,Green,13.75,11.0
Kingston KVR16R11S8K4/16I 16 GB,,"[3, 1600]","[4, 4]",,Green,13.75,11.0
Kingston KVR18E13/8KF 8 GB,,"[3, 1866]","[1, 8]",,Green,13.934,13.0
Kingston KVR18R13D4/16 16 GB,9193.0,"[3, 1866]","[1, 16]",5.746,Blue,13.934,13.0
Kingston KVR18R13S4/8 8 GB,,"[3, 1866]","[1, 8]",,Green,13.934,13.0
Kingston KVR18R13S4/8KF 8 GB,,"[3, 1866]","[1, 8]",,Green,13.934,13.0
Kingston KVR18R13S4K3/24 24 GB,,"[3, 1866]","[3, 8]",,Green,13.934,13.0
Kingston KVR18R13S4K4/32 32 GB,,"[3, 1866]","[4, 8]",,Green,13.934,13.0
Kingston ValueRAM 2 GB,,"[2, 400]","[1, 2]",,Green,15.0,3.0
Kingston KVR400D2S4R3K2/4G 4 GB,,"[2, 400]","[2, 2]",,Green,15.0,3.0
Kingston KVR16LSE11/4KF 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston ValueRAM 16 GB,4299.0,"[3, 1600]","[1, 16]",2.687,Green,13.75,11.0
Kingston KVR16R11D4K4/32 32 GB,23687.0,"[3, 1600]","[4, 8]",7.402,Green,13.75,11.0
Kingston KVR16R11D4K4/32I 32 GB,,"[3, 1600]","[4, 8]",,Green,13.75,11.0
Kingston KVR16R11D8/4 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KVR16R11D8/4HC 4 GB,5995.0,"[3, 1600]","[1, 4]",14.988,Green,13.75,11.0
Kingston KVR16R11D8/8I 8 GB,7695.0,"[3, 1600]","[1, 8]",9.619,Green,13.75,11.0
Kingston KVR16R11D8L/8 8 GB,5999.0,"[3, 1600]","[1, 8]",7.499,Green,13.75,11.0
Kingston KVR16R11S4/4 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KVR16R11S4/8HA 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KVR16R11S4K3/24 24 GB,,"[3, 1600]","[3, 8]",,Green,13.75,11.0
Kingston KVR16R11S4K4/16 16 GB,,"[3, 1600]","[4, 4]",,Green,13.75,11.0
Kingston KVR16R11S4K4/32I 32 GB,,"[3, 1600]","[4, 8]",,Green,13.75,11.0
Kingston KVR16R11S8/4 4 GB,1996.0,"[3, 1600]","[1, 4]",4.99,Green,13.75,11.0
Kingston KVR16R11D8/8KF 8 GB,5798.0,"[3, 1600]","[1, 8]",7.247,Green,13.75,11.0
Kingston KVR16R11D8K4/32I 32 GB,,"[3, 1600]","[4, 8]",,Green,13.75,11.0
Kingston KVR16R11S4/4HE 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KVR16R11S4/8I 8 GB,4977.0,"[3, 1600]","[1, 8]",6.221,Green,13.75,11.0
Kingston KVR16R11S8/2 2 GB,,"[3, 1600]","[1, 2]",,Green,13.75,11.0
Kingston KVR16R11D8K4/16 16 GB,,"[3, 1600]","[4, 4]",,Green,13.75,11.0
Kingston KVR16R11D4/8HE 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KVR16R11D4/8HC 8 GB,3000.0,"[3, 1600]","[1, 8]",3.75,Green,13.75,11.0
Kingston KVR16R11D4/8 8 GB,2899.0,"[3, 1600]","[1, 8]",3.624,Green,13.75,11.0
Kingston KVR16LSE11/8KF 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KVR16LR11S8K3/12 12 GB,,"[3, 1600]","[3, 4]",,Green,13.75,11.0
Kingston KVR16LR11S8/4I 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KVR16LR11S8/4EF 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KVR16LR11S4L/8 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KVR16LR11S4K4/32I 32 GB,,"[3, 1600]","[4, 8]",,Green,13.75,11.0
Kingston KVR16LR11S4/8 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KVR16LR11D8K4/32I 32 GB,19999.0,"[3, 1600]","[4, 8]",6.25,Green,13.75,11.0
Kingston KVR16LR11D8K4/32 32 GB,,"[3, 1600]","[4, 8]",,Green,13.75,11.0
Kingston KVR16LR11D8K3/24I 24 GB,,"[3, 1600]","[3, 8]",,Green,13.75,11.0
Kingston KVR16LR11D8K3/24 24 GB,,"[3, 1600]","[3, 8]",,Green,13.75,11.0
Kingston KVR16LR11D8/8KF 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KVR16LR11D8/8I 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KVR16LR11D8/8 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KVR16LR11D4L/16 16 GB,,"[3, 1600]","[1, 16]",,Green,13.75,11.0
Kingston KVR16LR11D4K4/64 64 GB,,"[3, 1600]","[4, 16]",,Blue,13.75,11.0
Kingston KVR16LR11D4K3/48 48 GB,,"[3, 1600]","[3, 16]",,Green,13.75,11.0
Kingston KVR16LR11D4/8 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KVR16LR11D4/16I 16 GB,,"[3, 1600]","[1, 16]",,Green,13.75,11.0
Kingston KVR16LR11D4/16HA 16 GB,4297.0,"[3, 1600]","[1, 16]",2.686,Green,13.75,11.0
Kingston KVR16LR11D4/16 16 GB,8389.0,"[3, 1600]","[1, 16]",5.243,Green,13.75,11.0
Kingston KVR16LL11Q4/32 32 GB,,"[3, 1600]","[1, 32]",,White,13.75,11.0
Kingston KVR16LE11S8/4I 4 GB,2899.0,"[3, 1600]","[1, 4]",7.247,Green,13.75,11.0
Kingston KVR16LE11S8/4EF 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KTL-TS316S/8G 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KTM-SX316ES/4G 4 GB,,"[3, 1600]","[1, 4]",,Green,13.75,11.0
Kingston KTM-SX316LLVS/8G 8 GB,,"[3, 1600]","[1, 8]",,Green,13.75,11.0
Kingston KTM-SX316S8/4G 4 GB,11700.0,"[3, 1600]","[1, 4]",29.25,Green,13.75,11.0
Kingston KTM-SX316S/8G 8 GB,5467.0,"[3, 1600]","[1, 8]",6.834,Green,13.75,11.0
Kingston ValueRAM 4 GB,,"[3, 1066]","[1, 4]",,Green,13.133,7.0
Kingston KVR1066D3S8E7S/2G 2 GB,1998.0,"[3, 1066]","[1, 2]",9.99,Green,13.133,7.0
Kingston KVR1333D3D4R9S/4GED 4 GB,2942.0,"[3, 1333]","[1, 4]",7.355,Green,13.503,9.0
Kingston KVR1333D3D4R9S/8G 8 GB,4000.0,"[3, 1333]","[1, 8]",5.0,Green,13.503,9.0
Kingston KVR1333D3D4R9SK3/24G 24 GB,12499.0,"[3, 1333]","[3, 8]",5.208,Green,13.503,9.0
Kingston KVR1333D3D8R9S/4G 4 GB,,"[3, 1333]","[1, 4]",,Green,13.503,9.0
Kingston KVR1333D3D8R9SL/4G 4 GB,,"[3, 1333]","[1, 4]",,Green,13.503,9.0
Kingston KVR1333D3E9SK3/12G 12 GB,,"[3, 1333]","[3, 4]",,Green,13.503,9.0
Kingston KVR1333D3LD8R9S/4G 4 GB,,"[3, 1333]","[1, 4]",,Green,13.503,9.0
